epoch,att_decoder_acc,att_decoder_loss,ctc_decoder_loss,loss,val_att_decoder_acc,val_att_decoder_loss,val_ctc_decoder_loss,val_loss
1,0.07402671873569489,82.37074279785156,317.26641845703125,141.0946502685547,NA,NA,NA,NA
2,0.1656956821680069,67.41178894042969,73.74236297607422,68.99442291259766,NA,NA,NA,NA
3,0.196119487285614,65.0926513671875,66.14351654052734,65.35540008544922,NA,NA,NA,NA
4,0.21327608823776245,63.902671813964844,64.83995056152344,64.13693237304688,NA,NA,NA,NA
5,0.22757692635059357,63.04447937011719,62.360382080078125,62.873451232910156,NA,NA,NA,NA
6,0.2395593672990799,62.31272506713867,60.92003631591797,61.96451187133789,NA,NA,NA,NA
7,0.24890542030334473,61.75416564941406,59.53853988647461,61.200279235839844,NA,NA,NA,NA
8,0.2642292380332947,61.109519958496094,56.07358169555664,59.85055923461914,NA,NA,NA,NA
9,0.33087337017059326,58.9709587097168,44.92621612548828,55.459781646728516,NA,NA,NA,NA
10,0.4353003203868866,55.13032913208008,37.00591278076172,50.59921646118164,NA,NA,NA,NA
11,0.4924981892108917,52.75065994262695,33.56184768676758,47.95345687866211,NA,NA,NA,NA
12,0.5263087749481201,51.24022674560547,31.38410758972168,46.27619171142578,NA,NA,NA,NA
13,0.5533743500709534,50.03641128540039,29.75822639465332,44.966861724853516,NA,NA,NA,NA
14,0.5734870433807373,49.123390197753906,28.57196807861328,43.98551940917969,NA,NA,NA,NA
15,0.5899220705032349,48.39200210571289,27.539731979370117,43.17892074584961,NA,NA,NA,NA
16,0.600809633731842,47.86024475097656,26.824085235595703,42.60121536254883,NA,NA,NA,NA
17,0.6114988327026367,47.38944625854492,26.202835083007812,42.0927734375,NA,NA,NA,NA
18,0.6203791499137878,46.95805358886719,25.562698364257812,41.609195709228516,NA,NA,NA,NA
19,0.6267276406288147,46.707244873046875,25.185773849487305,41.32686233520508,NA,NA,NA,NA
20,0.6339654922485352,46.360252380371094,24.71627426147461,40.949249267578125,NA,NA,NA,NA
21,0.6394083499908447,46.12070083618164,24.333858489990234,40.673973083496094,NA,NA,NA,NA
22,0.645282506942749,45.856807708740234,23.95827293395996,40.382171630859375,NA,NA,NA,NA
23,0.6490775346755981,45.69279098510742,23.68779754638672,40.191551208496094,NA,NA,NA,NA
