epoch,att_decoder_acc,att_decoder_loss,ctc_decoder_loss,loss,val_att_decoder_acc,val_att_decoder_loss,val_ctc_decoder_loss,val_loss
1,0.0726335421204567,82.76803588867188,322.0236511230469,142.58200073242188,NA,NA,NA,NA
2,0.16510289907455444,67.38810729980469,73.90852355957031,69.01824188232422,NA,NA,NA,NA
3,0.1939193457365036,65.11602020263672,66.17682647705078,65.3812255859375,NA,NA,NA,NA
4,0.21121197938919067,64.02606964111328,65.12676239013672,64.3012466430664,NA,NA,NA,NA
5,0.22555013000965118,63.15326690673828,62.529056549072266,62.99721145629883,NA,NA,NA,NA
6,0.23741228878498077,62.389339447021484,60.874969482421875,62.010746002197266,NA,NA,NA,NA
7,0.24761761724948883,61.83779525756836,59.6988410949707,61.30302429199219,NA,NA,NA,NA
8,0.26259323954582214,61.16459655761719,56.83461380004883,60.08208465576172,NA,NA,NA,NA
9,0.3191215395927429,59.36438751220703,46.49659729003906,56.14743423461914,NA,NA,NA,NA
10,0.4282945394515991,55.44093704223633,37.3896598815918,50.92810821533203,NA,NA,NA,NA
11,0.4883826971054077,52.89907455444336,33.606658935546875,48.075984954833984,NA,NA,NA,NA
12,0.5249972343444824,51.26262664794922,31.32668113708496,46.27865982055664,NA,NA,NA,NA
13,0.5534994602203369,50.054141998291016,29.80365562438965,44.991512298583984,NA,NA,NA,NA
14,0.5745773315429688,49.08646011352539,28.530433654785156,43.94742965698242,NA,NA,NA,NA
15,0.5908313989639282,48.348567962646484,27.642234802246094,43.1720085144043,NA,NA,NA,NA
16,0.6034247875213623,47.795936584472656,26.8461856842041,42.55851364135742,NA,NA,NA,NA
17,0.6137738227844238,47.29704666137695,26.143749237060547,42.00870132446289,NA,NA,NA,NA
18,0.6226128935813904,46.90730667114258,25.581958770751953,41.57597732543945,NA,NA,NA,NA
19,0.6298069357872009,46.61066436767578,25.10169792175293,41.233421325683594,NA,NA,NA,NA
20,0.63553386926651,46.29132843017578,24.710708618164062,40.89615249633789,NA,NA,NA,NA
21,0.6416495442390442,46.015716552734375,24.25055503845215,40.574424743652344,NA,NA,NA,NA
22,0.6479237675666809,45.78083801269531,23.885040283203125,40.30692672729492,NA,NA,NA,NA
23,0.6510244607925415,45.60676574707031,23.601423263549805,40.10542297363281,NA,NA,NA,NA
24,0.65433669090271,45.44467544555664,23.394548416137695,39.93216323852539,NA,NA,NA,NA
25,0.6588329076766968,45.27438735961914,23.090320587158203,39.728389739990234,NA,NA,NA,NA
26,0.6631177663803101,45.06830596923828,22.7696533203125,39.493648529052734,NA,NA,NA,NA
27,0.6658613085746765,44.94184112548828,22.475587844848633,39.325252532958984,NA,NA,NA,NA
28,0.6682856678962708,44.836395263671875,22.354955673217773,39.21605682373047,NA,NA,NA,NA
29,0.6718704700469971,44.70395278930664,22.158348083496094,39.06755065917969,NA,NA,NA,NA
30,0.6735537052154541,44.60844421386719,22.01291847229004,38.95957565307617,NA,NA,NA,NA
31,0.6727467179298401,44.64656448364258,22.23387908935547,39.04339599609375,NA,NA,NA,NA
32,0.676929235458374,44.48585891723633,21.842540740966797,38.82503128051758,NA,NA,NA,NA
33,0.679132878780365,44.364498138427734,21.620454788208008,38.678466796875,NA,NA,NA,NA
34,0.6821666359901428,44.26931381225586,21.40776252746582,38.55392837524414,NA,NA,NA,NA
35,0.6822272539138794,44.22672653198242,21.406709671020508,38.5217170715332,NA,NA,NA,NA
36,0.6850725412368774,44.159339904785156,21.218189239501953,38.424068450927734,NA,NA,NA,NA
37,0.6860346794128418,44.068058013916016,21.083024978637695,38.321815490722656,NA,NA,NA,NA
38,0.6880636811256409,44.00591278076172,20.998008728027344,38.25392532348633,NA,NA,NA,NA
39,0.6888020634651184,44.00011444091797,21.089540481567383,38.27246856689453,NA,NA,NA,NA
40,0.6893408298492432,43.98466873168945,20.926250457763672,38.22004699707031,NA,NA,NA,NA
41,0.6170954704284668,45.96451950073242,23.760282516479492,40.41345977783203,NA,NA,NA,NA
42,0.62965327501297,45.459434509277344,22.84410285949707,39.80558776855469,NA,NA,NA,NA
43,0.6332629919052124,45.321617126464844,22.458005905151367,39.605709075927734,NA,NA,NA,NA
44,0.6301281452178955,45.51045227050781,22.70717430114746,39.809627532958984,NA,NA,NA,NA
45,0.628600001335144,45.62363815307617,23.605993270874023,40.119285583496094,NA,NA,NA,NA
46,0.6451895833015442,44.88752746582031,21.662593841552734,39.08129119873047,NA,NA,NA,NA
47,0.6495286822319031,44.72503662109375,21.317628860473633,38.87321090698242,NA,NA,NA,NA
48,0.6454343199729919,44.90398406982422,22.215120315551758,39.231781005859375,NA,NA,NA,NA
49,0.644085168838501,44.983985900878906,22.584714889526367,39.38413619995117,NA,NA,NA,NA
