epoch,att_decoder_acc,att_decoder_loss,ctc_decoder_loss,loss,val_att_decoder_acc,val_att_decoder_loss,val_ctc_decoder_loss,val_loss
1,0.06544951349496841,84.00678253173828,352.0237121582031,151.0109100341797,0.18101444840431213,65.87824249267578,76.81941223144531,68.61354064941406
2,0.1566532403230667,67.82238006591797,78.31029510498047,70.44435119628906,0.22579430043697357,62.996524810791016,68.63867950439453,64.40705871582031
3,0.18805430829524994,65.47830963134766,66.39833068847656,65.70832061767578,0.2422710657119751,61.877479553222656,68.45634460449219,63.52219009399414
4,0.20456768572330475,64.25884246826172,65.47541046142578,64.56299591064453,0.25605589151382446,61.28439712524414,66.77137756347656,62.65613555908203
5,0.2182689607143402,63.49040222167969,63.819461822509766,63.57270431518555,0.2708199620246887,60.46299743652344,64.628662109375,61.50441360473633
6,0.22962601482868195,62.805965423583984,61.79191589355469,62.552391052246094,0.28617870807647705,59.89979934692383,63.38031005859375,60.76992416381836
7,0.23999223113059998,62.1229133605957,60.39027786254883,61.689754486083984,0.2976006269454956,59.29563522338867,60.31154251098633,59.54961395263672
8,0.2485964000225067,61.59402084350586,59.02838897705078,60.95259475708008,0.3073693513870239,58.790016174316406,58.80379867553711,58.79345703125
9,0.2612147331237793,61.11479568481445,56.59611129760742,59.985111236572266,0.3336346447467804,57.88837432861328,50.719139099121094,56.0960693359375
10,0.30695778131484985,59.63841247558594,47.55723190307617,56.61812973022461,0.40070727467536926,55.61150360107422,43.85422897338867,52.67218780517578
11,0.40776827931404114,56.15102767944336,38.64720153808594,51.77509689331055,0.5650546550750732,49.30487823486328,33.503536224365234,45.35453796386719
12,0.46891069412231445,53.64812469482422,34.588523864746094,48.883201599121094,0.6377728581428528,46.313758850097656,28.618083953857422,41.88983917236328
13,0.5052288174629211,52.06504821777344,32.31604766845703,47.127830505371094,0.6598911881446838,45.346397399902344,27.398876190185547,40.85951614379883
14,0.5311188697814941,50.93342971801758,30.759960174560547,45.890071868896484,0.6721813678741455,44.63127899169922,26.22290802001953,40.02919006347656
15,0.5521706342697144,49.97586441040039,29.481643676757812,44.85227966308594,0.6915562748908997,43.770694732666016,25.365032196044922,39.16927719116211
16,0.5685770511627197,49.229434967041016,28.563495635986328,44.06293869018555,0.7080885171890259,43.011470794677734,24.15859031677246,38.29825210571289
17,0.5830445289611816,48.63597106933594,27.69872283935547,43.40166473388672,0.6980145573616028,43.355045318603516,24.374406814575195,38.60987854003906
18,0.5927982330322266,48.146549224853516,27.014299392700195,42.86349105834961,0.7021773457527161,43.149681091308594,23.95286750793457,38.35047912597656
19,0.6027238368988037,47.70317459106445,26.375476837158203,42.371238708496094,0.7216315269470215,42.30254364013672,22.909040451049805,37.454158782958984
20,0.6108444929122925,47.35453414916992,25.898752212524414,41.9906005859375,0.7312892079353333,41.88071060180664,22.216928482055664,36.964759826660156
21,0.6157290935516357,47.10760498046875,25.603046417236328,41.731449127197266,0.7258260250091553,42.045005798339844,22.615997314453125,37.18775177001953
22,0.6237304210662842,46.78350067138672,25.16449737548828,41.378761291503906,0.7389923930168152,41.490234375,21.577045440673828,36.51194381713867
23,0.6290870308876038,46.541805267333984,24.759967803955078,41.09634017944336,0.7287796139717102,41.88224411010742,22.43385887145996,37.02015686035156
24,0.6345273852348328,46.26945114135742,24.38227081298828,40.797637939453125,0.7369585633277893,41.51388168334961,21.63715362548828,36.544700622558594
25,0.6394684910774231,46.05930709838867,24.074493408203125,40.56309509277344,0.7309204936027527,41.73766326904297,22.210086822509766,36.855770111083984
26,0.6455981135368347,45.82591247558594,23.67618751525879,40.28849411010742,0.740221381187439,41.443214416503906,21.537200927734375,36.46670150756836
27,0.6471630334854126,45.727684020996094,23.56696891784668,40.187477111816406,0.7497482299804688,40.97279739379883,20.45662498474121,35.84375
28,0.6523463726043701,45.48149108886719,23.202299118041992,39.91170120239258,0.7442018389701843,41.204654693603516,21.484333038330078,36.27457046508789
29,0.6545503735542297,45.40028381347656,23.139434814453125,39.83509063720703,0.7470682263374329,41.03445816040039,20.93968391418457,36.010765075683594
30,0.6587726473808289,45.1838493347168,22.746440887451172,39.574466705322266,0.7495500445365906,40.90560531616211,20.80258560180664,35.879852294921875
31,0.6611111760139465,45.137901306152344,22.69489097595215,39.52715301513672,0.7565276622772217,40.595481872558594,20.235212326049805,35.50542068481445
32,0.664375364780426,44.993263244628906,22.465436935424805,39.361289978027344,0.7488363981246948,41.004459381103516,21.680973052978516,36.173583984375
33,0.66620934009552,44.87665557861328,22.275447845458984,39.22636413574219,0.7576813697814941,40.559669494628906,20.190372467041016,35.467342376708984
34,0.6689286231994629,44.77545928955078,22.158008575439453,39.12109375,0.7550013065338135,40.64657211303711,20.291563034057617,35.557823181152344
35,0.671616792678833,44.65918731689453,21.953426361083984,38.982791900634766,0.7602464556694031,40.47303771972656,20.100263595581055,35.379844665527344
36,0.6731323003768921,44.598350524902344,21.887752532958984,38.92070007324219,0.7594099044799805,40.49447250366211,20.201641082763672,35.421268463134766
37,0.6739488244056702,44.58890151977539,21.900102615356445,38.916709899902344,0.7632991671562195,40.31174850463867,19.82868766784668,35.190982818603516
38,0.6778309345245361,44.41746139526367,21.645809173583984,38.72453308105469,0.7501843571662903,40.83852767944336,20.895761489868164,35.85283660888672
39,0.6795365214347839,44.315860748291016,21.471803665161133,38.604862213134766,0.7648651599884033,40.24872589111328,19.94621467590332,35.17310333251953
40,0.6800296306610107,44.3272705078125,21.493131637573242,38.61876678466797,0.7659355998039246,40.19285583496094,19.571332931518555,35.037471771240234
41,0.5979246497154236,46.65740966796875,24.902420043945312,41.218666076660156,0.7746101021766663,39.877498626708984,19.173648834228516,34.7015380859375
42,0.6095045804977417,46.22064208984375,24.064208984375,40.68155288696289,0.7742136120796204,39.90093231201172,18.890853881835938,34.648414611816406
43,0.612903892993927,46.11647415161133,23.99146270751953,40.58521270751953,0.7653409242630005,40.30250930786133,20.34217071533203,35.31242370605469
44,0.6138328909873962,46.11262512207031,24.556053161621094,40.72346115112305,0.7732542157173157,39.902015686035156,19.37468910217285,34.77018737792969
45,0.6269159317016602,45.54747772216797,22.78414535522461,39.85662078857422,0.7798671126365662,39.59049987792969,18.490440368652344,34.31548309326172
46,0.6346701383590698,45.232086181640625,22.074676513671875,39.44272232055664,0.7830665111541748,39.45833206176758,18.089120864868164,34.116031646728516
