epoch,att_decoder_acc,att_decoder_loss,ctc_decoder_loss,loss,val_att_decoder_acc,val_att_decoder_loss,val_ctc_decoder_loss,val_loss
1,0.07326690107584,82.66433715820312,336.403076171875,146.0989532470703,NA,NA,NA,NA
2,0.16454972326755524,67.45771026611328,73.63663482666016,69.00243377685547,NA,NA,NA,NA
3,0.19439588487148285,65.14141845703125,66.25318145751953,65.41936492919922,NA,NA,NA,NA
4,0.2127613127231598,63.976444244384766,65.15127563476562,64.27013397216797,NA,NA,NA,NA
5,0.22737279534339905,63.03942108154297,62.53362274169922,62.91299057006836,NA,NA,NA,NA
6,0.2390202432870865,62.358551025390625,60.98214340209961,62.014434814453125,NA,NA,NA,NA
7,0.2476968616247177,61.80940628051758,59.64923858642578,61.26938247680664,NA,NA,NA,NA
8,0.2619419991970062,61.23509979248047,56.71580123901367,60.105289459228516,NA,NA,NA,NA
9,0.32241329550743103,59.18876266479492,45.8289909362793,55.848819732666016,NA,NA,NA,NA
10,0.4248952567577362,55.55123519897461,37.624244689941406,51.069480895996094,NA,NA,NA,NA
11,0.4838528335094452,53.111454010009766,33.91921615600586,48.313358306884766,NA,NA,NA,NA
12,0.5206199884414673,51.45780944824219,31.583593368530273,46.489234924316406,NA,NA,NA,NA
13,0.5476176738739014,50.272071838378906,29.955339431762695,45.19287872314453,NA,NA,NA,NA
14,0.5669906139373779,49.36429977416992,28.68696403503418,44.1949462890625,NA,NA,NA,NA
15,0.5841680765151978,48.635650634765625,27.680086135864258,43.39676284790039,NA,NA,NA,NA
16,0.5956786274909973,48.102622985839844,26.90617561340332,42.80351257324219,NA,NA,NA,NA
17,0.6063743233680725,47.60954284667969,26.273784637451172,42.27560806274414,NA,NA,NA,NA
18,0.6143879294395447,47.231971740722656,25.738910675048828,41.85872268676758,NA,NA,NA,NA
19,0.6219672560691833,46.895606994628906,25.221363067626953,41.47700881958008,NA,NA,NA,NA
20,0.6281202435493469,46.59367370605469,24.775928497314453,41.1392707824707,NA,NA,NA,NA
21,0.6344033479690552,46.32149124145508,24.40620231628418,40.84271240234375,NA,NA,NA,NA
22,0.6401803493499756,46.07620620727539,24.05016326904297,40.569671630859375,NA,NA,NA,NA
23,0.6461220383644104,45.8178596496582,23.660442352294922,40.27852249145508,NA,NA,NA,NA
24,0.6500322222709656,45.612335205078125,23.390819549560547,40.05698776245117,NA,NA,NA,NA
25,0.6544296145439148,45.452919006347656,23.19932746887207,39.8895378112793,NA,NA,NA,NA
26,0.6586272716522217,45.24755096435547,22.839048385620117,39.64539337158203,NA,NA,NA,NA
27,0.6613395810127258,45.14334487915039,22.671920776367188,39.52547073364258,NA,NA,NA,NA
28,0.6652397513389587,44.979286193847656,22.46681785583496,39.35115432739258,NA,NA,NA,NA
29,0.6685201525688171,44.80799865722656,22.226106643676758,39.16254806518555,NA,NA,NA,NA
30,0.6705294251441956,44.728790283203125,22.118227005004883,39.07615280151367,NA,NA,NA,NA
31,0.673679769039154,44.62343215942383,21.90022850036621,38.942626953125,NA,NA,NA,NA
32,0.6752225160598755,44.53788375854492,21.82097816467285,38.8586540222168,NA,NA,NA,NA
33,0.674925684928894,44.564788818359375,22.108394622802734,38.95069885253906,NA,NA,NA,NA
34,0.6800499558448792,44.3578987121582,21.53840446472168,38.65302276611328,NA,NA,NA,NA
35,0.67796790599823,44.40902328491211,21.824512481689453,38.7629280090332,NA,NA,NA,NA
36,0.6835846900939941,44.18211364746094,21.260169982910156,38.451629638671875,NA,NA,NA,NA
37,0.6829982995986938,44.239383697509766,21.43141746520996,38.53738784790039,NA,NA,NA,NA
38,0.6875573396682739,44.01448059082031,21.01646614074707,38.26499557495117,NA,NA,NA,NA
39,0.6880437731742859,44.0384635925293,20.96151351928711,38.26924514770508,NA,NA,NA,NA
40,0.6891195774078369,43.95940399169922,20.924203872680664,38.20061111450195,NA,NA,NA,NA
41,0.233535498380661,61.92063522338867,68.84278106689453,63.65113830566406,NA,NA,NA,NA
42,0.22895212471485138,61.94154357910156,64.4942626953125,62.579708099365234,NA,NA,NA,NA
43,0.24547052383422852,61.05965042114258,59.20740509033203,60.59653091430664,NA,NA,NA,NA
44,0.2717718482017517,60.34700393676758,63.652305603027344,61.17336654663086,NA,NA,NA,NA
45,0.23445871472358704,61.66023254394531,65.36482238769531,62.58635330200195,NA,NA,NA,NA
46,0.23812085390090942,61.4851188659668,64.34950256347656,62.201236724853516,NA,NA,NA,NA
47,0.2470100373029709,60.94496154785156,61.17665481567383,61.00279235839844,NA,NA,NA,NA
48,0.2720699608325958,59.99065399169922,56.96731185913086,59.23481750488281,NA,NA,NA,NA
49,0.38439881801605225,56.002037048339844,43.0856819152832,52.772945404052734,NA,NA,NA,NA
50,0.46678292751312256,52.77162551879883,35.34590530395508,48.4151725769043,NA,NA,NA,NA
51,0.5097310543060303,50.933902740478516,32.008426666259766,46.20254135131836,NA,NA,NA,NA
52,0.5391005873680115,49.623573303222656,29.815271377563477,44.671443939208984,NA,NA,NA,NA
53,0.5636665225028992,48.597347259521484,27.961240768432617,43.438358306884766,NA,NA,NA,NA
54,0.580320417881012,47.87452697753906,26.711618423461914,42.58379364013672,NA,NA,NA,NA
55,0.5941266417503357,47.26467514038086,25.679855346679688,41.868446350097656,NA,NA,NA,NA
56,0.6033986210823059,46.86555099487305,25.00094985961914,41.39937973022461,NA,NA,NA,NA
57,0.6143794655799866,46.388145446777344,24.23786735534668,40.850624084472656,NA,NA,NA,NA
58,0.620401918888092,46.10986328125,23.778743743896484,40.527099609375,NA,NA,NA,NA
59,0.6269094347953796,45.86935043334961,23.354175567626953,40.240535736083984,NA,NA,NA,NA
60,0.631898820400238,45.64426803588867,22.96914291381836,39.97549819946289,NA,NA,NA,NA
